1265310.CCBD010000081_gene5083,kdpA,Potassium-transporting&nbsp;ATPase&nbsp;potassium-binding&nbsp;subunit,98.9
1265310.CCBD010000073_gene336,CCBD010000073_gene336,annotation&nbsp;not&nbsp;available,83.6
1265310.CCBD010000070_gene35,CCBD010000070_gene35,annotation&nbsp;not&nbsp;available,83.6
1265310.CCBD010000017_gene3927,CCBD010000017_gene3927,annotation&nbsp;not&nbsp;available,83.5
1265310.CCBD010000047_gene2558,CCBD010000047_gene2558,annotation&nbsp;not&nbsp;available,83.5
1265310.CCBD010000030_gene1633,CCBD010000030_gene1633,annotation&nbsp;not&nbsp;available,83.4
1265310.CCBD010000020_gene4253,truB,tRNA&nbsp;pseudouridine&nbsp;synthase&nbsp;B,83.4
1265310.CCBD010000007_gene2964,CCBD010000007_gene2964,annotation&nbsp;not&nbsp;available,83.4
1265310.CCBD010000008_gene2823,rpoA,DNA-directed&nbsp;RNA&nbsp;polymerase&nbsp;subunit&nbsp;alpha,83.4
1265310.CCBD010000008_gene2769,rplN,50S&nbsp;ribosomal&nbsp;protein&nbsp;L14,83.4
1265310.CCBD010000089_gene4453,CCBD010000089_gene4453,annotation&nbsp;not&nbsp;available,83.4
1265310.CCBD010000086_gene4719,CCBD010000086_gene4719,annotation&nbsp;not&nbsp;available,83.4
1265310.CCBD010000015_gene3498,CCBD010000015_gene3498,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000075_gene5562,CCBD010000075_gene5562,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000079_gene5210,CCBD010000079_gene5210,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000034_gene2088,CCBD010000034_gene2088,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000047_gene2478,CCBD010000047_gene2478,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000070_gene172,CCBD010000070_gene172,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000064_gene1056,CCBD010000064_gene1056,annotation&nbsp;not&nbsp;available,83.3
1265310.CCBD010000079_gene5184,radA,DNA&nbsp;repair&nbsp;protein&nbsp;RadA,83.3
1265310.CCBD010000015_gene3472,CCBD010000015_gene3472,annotation&nbsp;not&nbsp;available,83.2
1265310.CCBD010000044_gene627,CCBD010000044_gene627,annotation&nbsp;not&nbsp;available,83.2
1265310.CCBD010000079_gene5188,ispF,"2-C-methyl-D-erythritol&nbsp;2,4-cyclodiphosphate&nbsp;synthase",83.2
1265310.CCBD010000086_gene4668,CCBD010000086_gene4668,annotation&nbsp;not&nbsp;available,83.2
1265310.CCBD010000068_gene524,CCBD010000068_gene524,annotation&nbsp;not&nbsp;available,83.2
1265310.CCBD010000084_gene4405,CCBD010000084_gene4405,annotation&nbsp;not&nbsp;available,83.2
1265310.CCBD010000047_gene2613,CCBD010000047_gene2613,annotation&nbsp;not&nbsp;available,83.1
1265310.CCBD010000086_gene4650,CCBD010000086_gene4650,annotation&nbsp;not&nbsp;available,83.0
1265310.CCBD010000081_gene5066,CCBD010000081_gene5066,annotation&nbsp;not&nbsp;available,83.0
1265310.CCBD010000019_gene3990,ppk,Polyphosphate&nbsp;kinase,83.0
1265310.CCBD010000008_gene2806,CCBD010000008_gene2806,annotation&nbsp;not&nbsp;available,83.0
1265310.CCBD010000070_gene128,CCBD010000070_gene128,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000007_gene3149,CCBD010000007_gene3149,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000039_gene2257,CCBD010000039_gene2257,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000034_gene2086,CCBD010000034_gene2086,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000038_gene2350,CCBD010000038_gene2350,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000088_gene4522,CCBD010000088_gene4522,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000012_gene3301,purE,N5-carboxyaminoimidazole&nbsp;ribonucleotide&nbsp;mutase,82.9
1265310.CCBD010000012_gene3314,CCBD010000012_gene3314,annotation&nbsp;not&nbsp;available,82.9
1265310.CCBD010000079_gene5261,CCBD010000079_gene5261,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000019_gene4119,CCBD010000019_gene4119,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000030_gene1641,ribBA,Riboflavin&nbsp;biosynthesis&nbsp;protein&nbsp;RibBA,82.8
1265310.CCBD010000070_gene66,CCBD010000070_gene66,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000031_gene1777,CCBD010000031_gene1777,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000019_gene4101,CCBD010000019_gene4101,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000031_gene1756,CCBD010000031_gene1756,Pseudouridine&nbsp;synthase,82.8
1265310.CCBD010000016_gene3957,CCBD010000016_gene3957,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000082_gene4964,CCBD010000082_gene4964,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000075_gene5594,CCBD010000075_gene5594,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000043_gene2225,CCBD010000043_gene2225,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000081_gene5070,CCBD010000081_gene5070,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000023_gene4278,CCBD010000023_gene4278,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000073_gene306,CCBD010000073_gene306,annotation&nbsp;not&nbsp;available,82.8
1265310.CCBD010000019_gene4085,pyrH,Uridylate&nbsp;kinase,82.7
1265310.CCBD010000008_gene2749,rplD,50S&nbsp;ribosomal&nbsp;protein&nbsp;L4,82.7
1265310.CCBD010000048_gene378,CCBD010000048_gene378,annotation&nbsp;not&nbsp;available,82.6
1265310.CCBD010000015_gene3543,CCBD010000015_gene3543,annotation&nbsp;not&nbsp;available,82.6
1265310.CCBD010000020_gene4251,CCBD010000020_gene4251,annotation&nbsp;not&nbsp;available,82.6
1265310.CCBD010000019_gene4033,ftsY,Signal&nbsp;recognition&nbsp;particle&nbsp;receptor&nbsp;FtsY,82.6
1265310.CCBD010000015_gene3560,CCBD010000015_gene3560,annotation&nbsp;not&nbsp;available,82.6
1265310.CCBD010000082_gene4932,CCBD010000082_gene4932,annotation&nbsp;not&nbsp;available,82.6
1265310.CCBD010000051_gene2119,CCBD010000051_gene2119,annotation&nbsp;not&nbsp;available,82.5
1265310.CCBD010000064_gene1125,CCBD010000064_gene1125,annotation&nbsp;not&nbsp;available,82.5
1265310.CCBD010000045_gene793,CCBD010000045_gene793,annotation&nbsp;not&nbsp;available,82.5
1265310.CCBD010000089_gene4461,CCBD010000089_gene4461,annotation&nbsp;not&nbsp;available,82.5
1265310.CCBD010000079_gene5252,CCBD010000079_gene5252,annotation&nbsp;not&nbsp;available,82.5
1265310.CCBD010000084_gene4415,CCBD010000084_gene4415,annotation&nbsp;not&nbsp;available,82.5
1265310.CCBD010000050_gene1896,CCBD010000050_gene1896,annotation&nbsp;not&nbsp;available,82.4
1265310.CCBD010000007_gene2968,CCBD010000007_gene2968,annotation&nbsp;not&nbsp;available,82.4
1265310.CCBD010000023_gene4276,CCBD010000023_gene4276,annotation&nbsp;not&nbsp;available,82.4
1265310.CCBD010000075_gene5534,pheA,annotation&nbsp;not&nbsp;available,82.4
1265310.CCBD010000086_gene4625,CCBD010000086_gene4625,annotation&nbsp;not&nbsp;available,82.3
1265310.CCBD010000047_gene2562,CCBD010000047_gene2562,annotation&nbsp;not&nbsp;available,82.3
1265310.CCBD010000070_gene276,CCBD010000070_gene276,annotation&nbsp;not&nbsp;available,82.3
1265310.CCBD010000015_gene3565,CCBD010000015_gene3565,annotation&nbsp;not&nbsp;available,82.3
1265310.CCBD010000045_gene832,CCBD010000045_gene832,annotation&nbsp;not&nbsp;available,82.3
1265310.CCBD010000013_gene3336,CCBD010000013_gene3336,annotation&nbsp;not&nbsp;available,82.2
1265310.CCBD010000015_gene3524,CCBD010000015_gene3524,annotation&nbsp;not&nbsp;available,82.2
1265310.CCBD010000069_gene417,CCBD010000069_gene417,annotation&nbsp;not&nbsp;available,82.2
1265310.CCBD010000082_gene4901,CCBD010000082_gene4901,annotation&nbsp;not&nbsp;available,82.2
1265310.CCBD010000016_gene3949,CCBD010000016_gene3949,annotation&nbsp;not&nbsp;available,82.1
1265310.CCBD010000069_gene465,CCBD010000069_gene465,annotation&nbsp;not&nbsp;available,82.1
1265310.CCBD010000047_gene2638,CCBD010000047_gene2638,annotation&nbsp;not&nbsp;available,82.1
1265310.CCBD010000063_gene1179,CCBD010000063_gene1179,annotation&nbsp;not&nbsp;available,82.1
1265310.CCBD010000007_gene3239,CCBD010000007_gene3239,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000007_gene2958,CCBD010000007_gene2958,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000082_gene4917,CCBD010000082_gene4917,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000048_gene369,CCBD010000048_gene369,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000077_gene5356,CCBD010000077_gene5356,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000018_gene4153,gatB,Aspartyl/glutamyl-tRNA(Asn/Gln)&nbsp;amidotransferase&nbsp;subunit&nbsp;B,82.0
1265310.CCBD010000087_gene4556,mshD,Mycothiol&nbsp;acetyltransferase,82.0
1265310.CCBD010000007_gene3012,CCBD010000007_gene3012,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000078_gene5134,topA,DNA&nbsp;topoisomerase&nbsp;1,82.0
1265310.CCBD010000006_gene2904,CCBD010000006_gene2904,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000046_gene2434,CCBD010000046_gene2434,annotation&nbsp;not&nbsp;available,82.0
1265310.CCBD010000062_gene1221,CCBD010000062_gene1221,annotation&nbsp;not&nbsp;available,81.9
1265310.CCBD010000015_gene3544,CCBD010000015_gene3544,annotation&nbsp;not&nbsp;available,81.9
1265310.CCBD010000031_gene1783,bioA,Adenosylmethionine-8-amino-7-oxononanoate&nbsp;aminotransferase,81.9
1265310.CCBD010000021_gene4177,CCBD010000021_gene4177,annotation&nbsp;not&nbsp;available,81.9
1265310.CCBD010000077_gene5280,CCBD010000077_gene5280,annotation&nbsp;not&nbsp;available,81.9
1265310.CCBD010000015_gene3540,CCBD010000015_gene3540,annotation&nbsp;not&nbsp;available,81.9
1265310.CCBD010000010_gene3401,CCBD010000010_gene3401,annotation&nbsp;not&nbsp;available,81.9
1265310.CCBD010000031_gene1705,CCBD010000031_gene1705,annotation&nbsp;not&nbsp;available,81.8
1265310.CCBD010000021_gene4214,CCBD010000021_gene4214,annotation&nbsp;not&nbsp;available,81.8
1265310.CCBD010000075_gene5515,CCBD010000075_gene5515,annotation&nbsp;not&nbsp;available,81.8
1265310.CCBD010000089_gene4450,CCBD010000089_gene4450,annotation&nbsp;not&nbsp;available,81.8
1265310.CCBD010000034_gene2096,polA,DNA&nbsp;polymerase&nbsp;I,81.8
1265310.CCBD010000008_gene2748,rplC,50S&nbsp;ribosomal&nbsp;protein&nbsp;L3,81.7
1265310.CCBD010000056_gene1282,CCBD010000056_gene1282,annotation&nbsp;not&nbsp;available,81.7
1265310.CCBD010000015_gene3663,CCBD010000015_gene3663,annotation&nbsp;not&nbsp;available,81.7
1265310.CCBD010000077_gene5477,CCBD010000077_gene5477,annotation&nbsp;not&nbsp;available,81.7
1265310.CCBD010000082_gene4976,purN,Phosphoribosylglycinamide&nbsp;formyltransferase,81.7
1265310.CCBD010000065_gene907,CCBD010000065_gene907,annotation&nbsp;not&nbsp;available,81.6
1265310.CCBD010000030_gene1600,CCBD010000030_gene1600,annotation&nbsp;not&nbsp;available,81.6
1265310.CCBD010000031_gene1760,CCBD010000031_gene1760,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000065_gene952,CCBD010000065_gene952,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000030_gene1631,CCBD010000030_gene1631,Probable&nbsp;primosomal&nbsp;protein&nbsp;N',81.5
1265310.CCBD010000050_gene2035,CCBD010000050_gene2035,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000031_gene1692,CCBD010000031_gene1692,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000091_gene4787,CCBD010000091_gene4787,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000081_gene5060,CCBD010000081_gene5060,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000047_gene2465,CCBD010000047_gene2465,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000019_gene4005,CCBD010000019_gene4005,annotation&nbsp;not&nbsp;available,81.5
1265310.CCBD010000044_gene653,clpS,ATP-dependent&nbsp;Clp&nbsp;protease&nbsp;adapter&nbsp;protein&nbsp;ClpS,81.5
1265310.CCBD010000045_gene804,CCBD010000045_gene804,annotation&nbsp;not&nbsp;available,81.4
1265310.CCBD010000015_gene3511,CCBD010000015_gene3511,annotation&nbsp;not&nbsp;available,81.4
1265310.CCBD010000069_gene457,CCBD010000069_gene457,annotation&nbsp;not&nbsp;available,81.4
1265310.CCBD010000086_gene4665,CCBD010000086_gene4665,annotation&nbsp;not&nbsp;available,81.4
1265310.CCBD010000069_gene449,CCBD010000069_gene449,annotation&nbsp;not&nbsp;available,81.3
1265310.CCBD010000081_gene5091,eno,Enolase,81.3
1265310.CCBD010000046_gene2460,CCBD010000046_gene2460,annotation&nbsp;not&nbsp;available,81.2
1265310.CCBD010000034_gene2104,CCBD010000034_gene2104,annotation&nbsp;not&nbsp;available,81.2
1265310.CCBD010000002_gene4866,CCBD010000002_gene4866,annotation&nbsp;not&nbsp;available,81.2
1265310.CCBD010000019_gene4029,fpg,Formamidopyrimidine-DNA&nbsp;glycosylase,81.2
1265310.CCBD010000024_gene1862,ruvA,Holliday&nbsp;junction&nbsp;ATP-dependent&nbsp;DNA&nbsp;helicase&nbsp;RuvA,81.1
1265310.CCBD010000044_gene707,CCBD010000044_gene707,annotation&nbsp;not&nbsp;available,81.1
1265310.CCBD010000050_gene1888,CCBD010000050_gene1888,annotation&nbsp;not&nbsp;available,81.1
1265310.CCBD010000019_gene4031,CCBD010000019_gene4031,annotation&nbsp;not&nbsp;available,81.1
1265310.CCBD010000010_gene3390,CCBD010000010_gene3390,annotation&nbsp;not&nbsp;available,81.1
1265310.CCBD010000079_gene5251,CCBD010000079_gene5251,annotation&nbsp;not&nbsp;available,81.0
1265310.CCBD010000064_gene1033,CCBD010000064_gene1033,annotation&nbsp;not&nbsp;available,81.0
1265310.CCBD010000047_gene2538,CCBD010000047_gene2538,annotation&nbsp;not&nbsp;available,81.0
1265310.CCBD010000047_gene2565,CCBD010000047_gene2565,annotation&nbsp;not&nbsp;available,81.0
1265310.CCBD010000054_gene1526,CCBD010000054_gene1526,annotation&nbsp;not&nbsp;available,81.0
1265310.CCBD010000079_gene5179,CCBD010000079_gene5179,annotation&nbsp;not&nbsp;available,80.9
1265310.CCBD010000017_gene3933,CCBD010000017_gene3933,annotation&nbsp;not&nbsp;available,80.9
1265310.CCBD010000010_gene3393,CCBD010000010_gene3393,annotation&nbsp;not&nbsp;available,80.9
1265310.CCBD010000064_gene1057,CCBD010000064_gene1057,annotation&nbsp;not&nbsp;available,80.9
1265310.CCBD010000086_gene4592,CCBD010000086_gene4592,annotation&nbsp;not&nbsp;available,80.8
1265310.CCBD010000022_gene4308,CCBD010000022_gene4308,annotation&nbsp;not&nbsp;available,80.8
1265310.CCBD010000014_gene3795,CCBD010000014_gene3795,annotation&nbsp;not&nbsp;available,80.8
1265310.CCBD010000068_gene507,pckG,Phosphoenolpyruvate&nbsp;carboxykinase&nbsp;[GTP],80.8
1265310.CCBD010000031_gene1663,CCBD010000031_gene1663,annotation&nbsp;not&nbsp;available,80.7
1265310.CCBD010000079_gene5160,folE,annotation&nbsp;not&nbsp;available,80.7
1265310.CCBD010000021_gene4167,CCBD010000021_gene4167,annotation&nbsp;not&nbsp;available,80.7
1265310.CCBD010000086_gene4596,CCBD010000086_gene4596,annotation&nbsp;not&nbsp;available,80.7
1265310.CCBD010000019_gene4023,purU,Formyltetrahydrofolate&nbsp;deformylase,80.7
1265310.CCBD010000019_gene4034,CCBD010000019_gene4034,annotation&nbsp;not&nbsp;available,80.7
1265310.CCBD010000024_gene1857,CCBD010000024_gene1857,annotation&nbsp;not&nbsp;available,80.7
1265310.CCBD010000050_gene2010,panB,3-methyl-2-oxobutanoate&nbsp;hydroxymethyltransferase,80.7
1265310.CCBD010000023_gene4290,CCBD010000023_gene4290,annotation&nbsp;not&nbsp;available,80.6
1265310.CCBD010000062_gene1207,CCBD010000062_gene1207,annotation&nbsp;not&nbsp;available,80.6
1265310.CCBD010000029_gene1556,CCBD010000029_gene1556,annotation&nbsp;not&nbsp;available,80.6
1265310.CCBD010000015_gene3622,CCBD010000015_gene3622,annotation&nbsp;not&nbsp;available,80.6
1265310.CCBD010000038_gene2331,CCBD010000038_gene2331,annotation&nbsp;not&nbsp;available,80.6
1265310.CCBD010000047_gene2553,CCBD010000047_gene2553,annotation&nbsp;not&nbsp;available,80.5
1265310.CCBD010000047_gene2560,CCBD010000047_gene2560,annotation&nbsp;not&nbsp;available,80.5
1265310.CCBD010000015_gene3677,CCBD010000015_gene3677,annotation&nbsp;not&nbsp;available,80.5
1265310.CCBD010000074_gene5497,CCBD010000074_gene5497,annotation&nbsp;not&nbsp;available,80.5
1265310.CCBD010000077_gene5373,egtE,Probable&nbsp;hercynylcysteine&nbsp;sulfoxide&nbsp;lyase,80.5
1265310.CCBD010000050_gene1971,CCBD010000050_gene1971,annotation&nbsp;not&nbsp;available,80.5
1265310.CCBD010000015_gene3571,CCBD010000015_gene3571,annotation&nbsp;not&nbsp;available,80.4
1265310.CCBD010000077_gene5442,CCBD010000077_gene5442,annotation&nbsp;not&nbsp;available,80.4
1265310.CCBD010000007_gene3003,CCBD010000007_gene3003,Phosphate&nbsp;acetyltransferase,80.4
1265310.CCBD010000024_gene1856,pdxS,Pyridoxal&nbsp;5'-phosphate&nbsp;synthase&nbsp;subunit&nbsp;PdxS,80.4
1265310.CCBD010000019_gene4019,coaD,Phosphopantetheine&nbsp;adenylyltransferase,80.3
1265310.CCBD010000070_gene122,CCBD010000070_gene122,annotation&nbsp;not&nbsp;available,80.3
1265310.CCBD010000031_gene1676,CCBD010000031_gene1676,annotation&nbsp;not&nbsp;available,80.3
1265310.CCBD010000043_gene2173,CCBD010000043_gene2173,annotation&nbsp;not&nbsp;available,80.2
1265310.CCBD010000014_gene3775,CCBD010000014_gene3775,annotation&nbsp;not&nbsp;available,80.2
1265310.CCBD010000082_gene4975,purH,annotation&nbsp;not&nbsp;available,80.2
1265310.CCBD010000084_gene4417,mntH,Divalent&nbsp;metal&nbsp;cation&nbsp;transporter&nbsp;MntH,80.2
1265310.CCBD010000050_gene1886,CCBD010000050_gene1886,annotation&nbsp;not&nbsp;available,80.2
1265310.CCBD010000007_gene3135,CCBD010000007_gene3135,annotation&nbsp;not&nbsp;available,80.1
1265310.CCBD010000064_gene1010,CCBD010000064_gene1010,annotation&nbsp;not&nbsp;available,80.1
1265310.CCBD010000044_gene640,CCBD010000044_gene640,Methylated-DNA--protein-cysteine&nbsp;methyltransferase,80.1
1265310.CCBD010000019_gene4028,rnc,Ribonuclease&nbsp;3,80.1
1265310.CCBD010000058_gene1370,CCBD010000058_gene1370,annotation&nbsp;not&nbsp;available,80.1
1265310.CCBD010000008_gene2718,CCBD010000008_gene2718,annotation&nbsp;not&nbsp;available,80.1
1265310.CCBD010000059_gene1298,CCBD010000059_gene1298,annotation&nbsp;not&nbsp;available,80.1
1265310.CCBD010000016_gene3937,CCBD010000016_gene3937,annotation&nbsp;not&nbsp;available,80.1
1265310.CCBD010000047_gene2508,CCBD010000047_gene2508,annotation&nbsp;not&nbsp;available,80.0
1265310.CCBD010000014_gene3807,CCBD010000014_gene3807,annotation&nbsp;not&nbsp;available,80.0
1265310.CCBD010000008_gene2817,CCBD010000008_gene2817,annotation&nbsp;not&nbsp;available,80.0
1265310.CCBD010000079_gene5225,CCBD010000079_gene5225,annotation&nbsp;not&nbsp;available,80.0
1265310.CCBD010000044_gene718,CCBD010000044_gene718,annotation&nbsp;not&nbsp;available,79.9
1265310.CCBD010000003_gene4821,CCBD010000003_gene4821,annotation&nbsp;not&nbsp;available,79.9
1265310.CCBD010000056_gene1280,CCBD010000056_gene1280,annotation&nbsp;not&nbsp;available,79.9
1265310.CCBD010000045_gene821,CCBD010000045_gene821,annotation&nbsp;not&nbsp;available,79.9
1265310.CCBD010000054_gene1471,prcA,Proteasome&nbsp;subunit&nbsp;alpha,79.9
1265310.CCBD010000084_gene4434,CCBD010000084_gene4434,annotation&nbsp;not&nbsp;available,79.9
1265310.CCBD010000072_gene348,CCBD010000072_gene348,annotation&nbsp;not&nbsp;available,79.9
1265310.CCBD010000086_gene4600,CCBD010000086_gene4600,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000040_gene2239,CCBD010000040_gene2239,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000068_gene592,CCBD010000068_gene592,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000044_gene751,CCBD010000044_gene751,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000051_gene2158,CCBD010000051_gene2158,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000092_gene4772,CCBD010000092_gene4772,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000086_gene4702,CCBD010000086_gene4702,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000015_gene3722,CCBD010000015_gene3722,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000075_gene5513,CCBD010000075_gene5513,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000050_gene1976,CCBD010000050_gene1976,annotation&nbsp;not&nbsp;available,79.8
1265310.CCBD010000014_gene3876,nuoN,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;N,79.8
1265310.CCBD010000077_gene5453,CCBD010000077_gene5453,annotation&nbsp;not&nbsp;available,79.7
1265310.CCBD010000058_gene1383,CCBD010000058_gene1383,annotation&nbsp;not&nbsp;available,79.7
1265310.CCBD010000077_gene5281,CCBD010000077_gene5281,annotation&nbsp;not&nbsp;available,79.7
1265310.CCBD010000070_gene145,CCBD010000070_gene145,annotation&nbsp;not&nbsp;available,79.7
1265310.CCBD010000027_gene1535,CCBD010000027_gene1535,annotation&nbsp;not&nbsp;available,79.7
1265310.CCBD010000010_gene3353,CCBD010000010_gene3353,annotation&nbsp;not&nbsp;available,79.7
1265310.CCBD010000031_gene1666,CCBD010000031_gene1666,annotation&nbsp;not&nbsp;available,79.7
