936136.ARRT01000006_gene4939,ruvC,Crossover&nbsp;junction&nbsp;endodeoxyribonuclease&nbsp;RuvC,98.9
936136.ARRT01000006_gene4938,ARRT01000006_gene4938,annotation&nbsp;not&nbsp;available,84.3
936136.ARRT01000006_gene2383,ARRT01000006_gene2383,annotation&nbsp;not&nbsp;available,84.3
936136.ARRT01000005_gene152,ARRT01000005_gene152,annotation&nbsp;not&nbsp;available,84.3
936136.ARRT01000006_gene2005,ctaB,Protoheme&nbsp;IX&nbsp;farnesyltransferase,84.3
936136.ARRT01000006_gene1880,ARRT01000006_gene1880,annotation&nbsp;not&nbsp;available,84.3
936136.ARRT01000002_gene578,ARRT01000002_gene578,annotation&nbsp;not&nbsp;available,84.2
936136.ARRT01000006_gene3061,ARRT01000006_gene3061,annotation&nbsp;not&nbsp;available,84.2
936136.ARRT01000002_gene738,ARRT01000002_gene738,annotation&nbsp;not&nbsp;available,84.2
936136.ARRT01000006_gene1463,ARRT01000006_gene1463,annotation&nbsp;not&nbsp;available,84.2
936136.ARRT01000007_gene974,ARRT01000007_gene974,annotation&nbsp;not&nbsp;available,84.1
936136.ARRT01000006_gene5236,argJ,Arginine&nbsp;biosynthesis&nbsp;bifunctional&nbsp;protein&nbsp;ArgJ,84.1
936136.ARRT01000002_gene340,ARRT01000002_gene340,annotation&nbsp;not&nbsp;available,84.1
936136.ARRT01000006_gene2486,ARRT01000006_gene2486,annotation&nbsp;not&nbsp;available,84.1
936136.ARRT01000006_gene4065,ARRT01000006_gene4065,annotation&nbsp;not&nbsp;available,84.1
936136.ARRT01000006_gene3357,ARRT01000006_gene3357,annotation&nbsp;not&nbsp;available,84.1
936136.ARRT01000002_gene599,ARRT01000002_gene599,annotation&nbsp;not&nbsp;available,84.1
936136.ARRT01000006_gene5203,nrdI,Protein&nbsp;NrdI,84.1
936136.ARRT01000006_gene3056,ARRT01000006_gene3056,annotation&nbsp;not&nbsp;available,84.0
936136.ARRT01000007_gene1009,ARRT01000007_gene1009,annotation&nbsp;not&nbsp;available,84.0
936136.ARRT01000006_gene3047,ARRT01000006_gene3047,annotation&nbsp;not&nbsp;available,84.0
936136.ARRT01000007_gene900,ARRT01000007_gene900,Peptidase&nbsp;T,84.0
936136.ARRT01000006_gene1895,atpE,ATP&nbsp;synthase&nbsp;subunit&nbsp;c,84.0
936136.ARRT01000006_gene3692,ARRT01000006_gene3692,annotation&nbsp;not&nbsp;available,84.0
936136.ARRT01000006_gene2883,ARRT01000006_gene2883,annotation&nbsp;not&nbsp;available,84.0
936136.ARRT01000006_gene3218,ARRT01000006_gene3218,annotation&nbsp;not&nbsp;available,84.0
936136.ARRT01000006_gene2457,ccmE,Cytochrome&nbsp;c-type&nbsp;biogenesis&nbsp;protein&nbsp;CcmE,84.0
936136.ARRT01000006_gene6081,ARRT01000006_gene6081,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000006_gene1877,ARRT01000006_gene1877,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000006_gene2472,ARRT01000006_gene2472,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000006_gene4609,ARRT01000006_gene4609,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000005_gene111,ARRT01000005_gene111,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000004_gene6589,ARRT01000004_gene6589,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000006_gene1986,ARRT01000006_gene1986,"3,4-dihydroxy-2-butanone&nbsp;4-phosphate&nbsp;synthase",83.9
936136.ARRT01000007_gene1073,ARRT01000007_gene1073,annotation&nbsp;not&nbsp;available,83.9
936136.ARRT01000006_gene1738,ARRT01000006_gene1738,annotation&nbsp;not&nbsp;available,83.8
936136.ARRT01000006_gene5457,gpsA,annotation&nbsp;not&nbsp;available,83.8
936136.ARRT01000006_gene2968,ARRT01000006_gene2968,annotation&nbsp;not&nbsp;available,83.8
936136.ARRT01000006_gene4891,ARRT01000006_gene4891,annotation&nbsp;not&nbsp;available,83.8
936136.ARRT01000006_gene3120,ARRT01000006_gene3120,annotation&nbsp;not&nbsp;available,83.8
936136.ARRT01000002_gene777,ARRT01000002_gene777,Alanine&nbsp;racemase,83.8
936136.ARRT01000006_gene3317,ARRT01000006_gene3317,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000006_gene4901,ARRT01000006_gene4901,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000006_gene5668,leuD,3-isopropylmalate&nbsp;dehydratase&nbsp;small&nbsp;subunit,83.7
936136.ARRT01000006_gene3419,gcvP,Glycine&nbsp;dehydrogenase&nbsp;(decarboxylating),83.7
936136.ARRT01000006_gene4071,ARRT01000006_gene4071,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000006_gene4796,ARRT01000006_gene4796,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000006_gene5750,hslV,ATP-dependent&nbsp;protease&nbsp;subunit&nbsp;HslV,83.7
936136.ARRT01000007_gene927,ARRT01000007_gene927,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000006_gene2870,ARRT01000006_gene2870,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000006_gene2109,ARRT01000006_gene2109,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000004_gene6622,ARRT01000004_gene6622,annotation&nbsp;not&nbsp;available,83.7
936136.ARRT01000003_gene6207,ARRT01000003_gene6207,Glycerol&nbsp;kinase,83.6
936136.ARRT01000006_gene1444,ARRT01000006_gene1444,annotation&nbsp;not&nbsp;available,83.6
936136.ARRT01000007_gene1077,ARRT01000007_gene1077,annotation&nbsp;not&nbsp;available,83.6
936136.ARRT01000007_gene924,ARRT01000007_gene924,annotation&nbsp;not&nbsp;available,83.6
936136.ARRT01000002_gene267,ARRT01000002_gene267,annotation&nbsp;not&nbsp;available,83.6
936136.ARRT01000006_gene4378,ARRT01000006_gene4378,annotation&nbsp;not&nbsp;available,83.6
936136.ARRT01000006_gene3100,lexA,LexA&nbsp;repressor,83.6
936136.ARRT01000006_gene3450,ARRT01000006_gene3450,annotation&nbsp;not&nbsp;available,83.6
936136.ARRT01000006_gene5651,modC,Molybdenum&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;ModC,83.6
936136.ARRT01000006_gene4022,ARRT01000006_gene4022,annotation&nbsp;not&nbsp;available,83.5
936136.ARRT01000006_gene1409,argB,Acetylglutamate&nbsp;kinase,83.5
936136.ARRT01000006_gene5526,ARRT01000006_gene5526,Outer-membrane&nbsp;lipoprotein&nbsp;carrier&nbsp;protein,83.5
936136.ARRT01000006_gene5404,atpC,ATP&nbsp;synthase&nbsp;epsilon&nbsp;chain,83.5
936136.ARRT01000006_gene5646,proB,Glutamate&nbsp;5-kinase,83.4
936136.ARRT01000006_gene2078,ARRT01000006_gene2078,annotation&nbsp;not&nbsp;available,83.4
936136.ARRT01000006_gene3039,ARRT01000006_gene3039,Biotin&nbsp;carboxyl&nbsp;carrier&nbsp;protein&nbsp;of&nbsp;acetyl-CoA&nbsp;carboxylase,83.4
936136.ARRT01000002_gene728,ARRT01000002_gene728,S-formylglutathione&nbsp;hydrolase,83.4
936136.ARRT01000006_gene4423,ARRT01000006_gene4423,Ubiquinol-cytochrome&nbsp;c&nbsp;reductase&nbsp;iron-sulfur&nbsp;subunit,83.4
936136.ARRT01000007_gene1001,ARRT01000007_gene1001,annotation&nbsp;not&nbsp;available,83.4
936136.ARRT01000006_gene2814,rpmC,annotation&nbsp;not&nbsp;available,83.4
936136.ARRT01000004_gene6399,ARRT01000004_gene6399,annotation&nbsp;not&nbsp;available,83.4
936136.ARRT01000006_gene4322,ARRT01000006_gene4322,annotation&nbsp;not&nbsp;available,83.3
936136.ARRT01000006_gene3718,ARRT01000006_gene3718,annotation&nbsp;not&nbsp;available,83.3
936136.ARRT01000006_gene2458,ARRT01000006_gene2458,annotation&nbsp;not&nbsp;available,83.3
936136.ARRT01000006_gene1569,ARRT01000006_gene1569,annotation&nbsp;not&nbsp;available,83.3
936136.ARRT01000006_gene4461,ARRT01000006_gene4461,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene4387,ARRT01000006_gene4387,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000007_gene1246,ARRT01000007_gene1246,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene4346,carA,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene3360,ARRT01000006_gene3360,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene3269,ARRT01000006_gene3269,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000003_gene6308,ARRT01000003_gene6308,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene1879,mutL,DNA&nbsp;mismatch&nbsp;repair&nbsp;protein&nbsp;MutL,83.2
936136.ARRT01000006_gene5735,ARRT01000006_gene5735,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene3578,ARRT01000006_gene3578,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene1641,ARRT01000006_gene1641,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene5504,ARRT01000006_gene5504,annotation&nbsp;not&nbsp;available,83.2
936136.ARRT01000006_gene5853,dnaX,DNA&nbsp;polymerase&nbsp;III&nbsp;subunit&nbsp;gamma/tau,83.1
936136.ARRT01000006_gene5531,ARRT01000006_gene5531,annotation&nbsp;not&nbsp;available,83.1
936136.ARRT01000002_gene721,ARRT01000002_gene721,annotation&nbsp;not&nbsp;available,83.1
936136.ARRT01000006_gene2959,ARRT01000006_gene2959,annotation&nbsp;not&nbsp;available,83.1
936136.ARRT01000005_gene226,ARRT01000005_gene226,annotation&nbsp;not&nbsp;available,83.0
936136.ARRT01000006_gene2702,ARRT01000006_gene2702,annotation&nbsp;not&nbsp;available,83.0
936136.ARRT01000002_gene764,ARRT01000002_gene764,annotation&nbsp;not&nbsp;available,83.0
936136.ARRT01000006_gene4924,ARRT01000006_gene4924,annotation&nbsp;not&nbsp;available,83.0
936136.ARRT01000006_gene5843,infB,Translation&nbsp;initiation&nbsp;factor&nbsp;IF-2,82.9
936136.ARRT01000004_gene6490,ARRT01000004_gene6490,annotation&nbsp;not&nbsp;available,82.9
936136.ARRT01000002_gene342,ARRT01000002_gene342,annotation&nbsp;not&nbsp;available,82.8
936136.ARRT01000006_gene4979,ARRT01000006_gene4979,annotation&nbsp;not&nbsp;available,82.8
936136.ARRT01000006_gene2408,ARRT01000006_gene2408,annotation&nbsp;not&nbsp;available,82.8
936136.ARRT01000006_gene2442,ARRT01000006_gene2442,annotation&nbsp;not&nbsp;available,82.8
936136.ARRT01000006_gene2183,ARRT01000006_gene2183,annotation&nbsp;not&nbsp;available,82.8
936136.ARRT01000006_gene3019,ARRT01000006_gene3019,annotation&nbsp;not&nbsp;available,82.8
936136.ARRT01000006_gene5986,ARRT01000006_gene5986,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000006_gene4248,ARRT01000006_gene4248,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000006_gene3300,ARRT01000006_gene3300,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000006_gene1640,ARRT01000006_gene1640,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000007_gene1083,ARRT01000007_gene1083,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000006_gene5502,ccmC,Heme&nbsp;exporter&nbsp;protein&nbsp;C,82.7
936136.ARRT01000002_gene378,ARRT01000002_gene378,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000006_gene2975,ARRT01000006_gene2975,annotation&nbsp;not&nbsp;available,82.7
936136.ARRT01000006_gene3897,ARRT01000006_gene3897,annotation&nbsp;not&nbsp;available,82.6
936136.ARRT01000006_gene4196,murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate&nbsp;ligase",82.6
936136.ARRT01000006_gene3646,ARRT01000006_gene3646,annotation&nbsp;not&nbsp;available,82.6
936136.ARRT01000002_gene825,katG,Catalase-peroxidase,82.6
936136.ARRT01000004_gene6582,ARRT01000004_gene6582,annotation&nbsp;not&nbsp;available,82.6
936136.ARRT01000006_gene1959,ARRT01000006_gene1959,annotation&nbsp;not&nbsp;available,82.5
936136.ARRT01000006_gene4622,ARRT01000006_gene4622,annotation&nbsp;not&nbsp;available,82.5
936136.ARRT01000006_gene3426,ARRT01000006_gene3426,annotation&nbsp;not&nbsp;available,82.5
936136.ARRT01000006_gene4921,ARRT01000006_gene4921,annotation&nbsp;not&nbsp;available,82.5
936136.ARRT01000006_gene2431,cpn10-3,10&nbsp;kDa&nbsp;chaperonin,82.5
936136.ARRT01000007_gene980,ARRT01000007_gene980,annotation&nbsp;not&nbsp;available,82.5
936136.ARRT01000006_gene5616,ARRT01000006_gene5616,annotation&nbsp;not&nbsp;available,82.4
936136.ARRT01000006_gene1645,ARRT01000006_gene1645,annotation&nbsp;not&nbsp;available,82.4
936136.ARRT01000006_gene2298,ARRT01000006_gene2298,annotation&nbsp;not&nbsp;available,82.4
936136.ARRT01000006_gene1741,ARRT01000006_gene1741,annotation&nbsp;not&nbsp;available,82.4
936136.ARRT01000006_gene5080,ARRT01000006_gene5080,annotation&nbsp;not&nbsp;available,82.4
936136.ARRT01000006_gene4040,ARRT01000006_gene4040,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000006_gene5298,xerD,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000003_gene6214,ARRT01000003_gene6214,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000006_gene1479,ARRT01000006_gene1479,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000006_gene1927,ARRT01000006_gene1927,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000007_gene1065,minE,Cell&nbsp;division&nbsp;topological&nbsp;specificity&nbsp;factor,82.3
936136.ARRT01000006_gene3477,murI,Glutamate&nbsp;racemase,82.3
936136.ARRT01000006_gene2296,ARRT01000006_gene2296,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000006_gene5730,ARRT01000006_gene5730,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000006_gene1529,ARRT01000006_gene1529,annotation&nbsp;not&nbsp;available,82.3
936136.ARRT01000006_gene5025,ARRT01000006_gene5025,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000002_gene831,ARRT01000002_gene831,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000006_gene4944,ruvB,Holliday&nbsp;junction&nbsp;ATP-dependent&nbsp;DNA&nbsp;helicase&nbsp;RuvB,82.2
936136.ARRT01000006_gene2952,ARRT01000006_gene2952,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000006_gene6126,ARRT01000006_gene6126,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000006_gene5074,ARRT01000006_gene5074,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000006_gene2367,ARRT01000006_gene2367,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000006_gene2843,ARRT01000006_gene2843,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000002_gene442,ARRT01000002_gene442,annotation&nbsp;not&nbsp;available,82.2
936136.ARRT01000006_gene1394,ARRT01000006_gene1394,annotation&nbsp;not&nbsp;available,82.1
936136.ARRT01000006_gene2988,ARRT01000006_gene2988,annotation&nbsp;not&nbsp;available,82.1
936136.ARRT01000006_gene2339,ARRT01000006_gene2339,annotation&nbsp;not&nbsp;available,82.1
936136.ARRT01000006_gene4176,bamD,Outer&nbsp;membrane&nbsp;protein&nbsp;assembly&nbsp;factor&nbsp;BamD,82.1
936136.ARRT01000006_gene1852,groL,60&nbsp;kDa&nbsp;chaperonin,82.0
936136.ARRT01000006_gene1719,ARRT01000006_gene1719,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene4367,ARRT01000006_gene4367,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene3916,ARRT01000006_gene3916,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000003_gene6353,ARRT01000003_gene6353,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000007_gene1259,ARRT01000007_gene1259,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene2516,ARRT01000006_gene2516,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene3735,ARRT01000006_gene3735,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene3118,ispDF,Bifunctional&nbsp;enzyme&nbsp;IspD/IspF,82.0
936136.ARRT01000006_gene4726,ureB,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene3408,ARRT01000006_gene3408,annotation&nbsp;not&nbsp;available,82.0
936136.ARRT01000006_gene5745,hisA,annotation&nbsp;not&nbsp;available,81.9
936136.ARRT01000006_gene3372,thrS,Threonine--tRNA&nbsp;ligase,81.9
936136.ARRT01000006_gene2750,ARRT01000006_gene2750,NADH-quinone&nbsp;oxidoreductase&nbsp;subunit&nbsp;N,81.9
936136.ARRT01000006_gene4024,ARRT01000006_gene4024,annotation&nbsp;not&nbsp;available,81.8
936136.ARRT01000006_gene1642,ARRT01000006_gene1642,annotation&nbsp;not&nbsp;available,81.8
936136.ARRT01000006_gene4817,ARRT01000006_gene4817,annotation&nbsp;not&nbsp;available,81.8
936136.ARRT01000006_gene5814,ARRT01000006_gene5814,annotation&nbsp;not&nbsp;available,81.8
936136.ARRT01000002_gene445,ARRT01000002_gene445,annotation&nbsp;not&nbsp;available,81.8
936136.ARRT01000006_gene4538,ARRT01000006_gene4538,annotation&nbsp;not&nbsp;available,81.7
936136.ARRT01000006_gene3919,ARRT01000006_gene3919,annotation&nbsp;not&nbsp;available,81.7
936136.ARRT01000006_gene1515,ARRT01000006_gene1515,Phosphate&nbsp;transport&nbsp;system&nbsp;permease&nbsp;protein,81.7
936136.ARRT01000006_gene4180,ftsQ,Cell&nbsp;division&nbsp;protein&nbsp;FtsQ,81.7
936136.ARRT01000006_gene3391,ARRT01000006_gene3391,annotation&nbsp;not&nbsp;available,81.7
936136.ARRT01000006_gene5865,ARRT01000006_gene5865,annotation&nbsp;not&nbsp;available,81.7
936136.ARRT01000006_gene5428,ARRT01000006_gene5428,annotation&nbsp;not&nbsp;available,81.7
936136.ARRT01000004_gene6478,ARRT01000004_gene6478,annotation&nbsp;not&nbsp;available,81.6
936136.ARRT01000006_gene2459,ARRT01000006_gene2459,Cytochrome&nbsp;c-type&nbsp;biogenesis&nbsp;protein,81.6
936136.ARRT01000003_gene6146,ARRT01000003_gene6146,annotation&nbsp;not&nbsp;available,81.6
936136.ARRT01000006_gene2875,ARRT01000006_gene2875,annotation&nbsp;not&nbsp;available,81.6
936136.ARRT01000006_gene1809,ARRT01000006_gene1809,annotation&nbsp;not&nbsp;available,81.6
936136.ARRT01000006_gene5724,trpA,Tryptophan&nbsp;synthase&nbsp;alpha&nbsp;chain,81.6
936136.ARRT01000006_gene3773,ARRT01000006_gene3773,annotation&nbsp;not&nbsp;available,81.6
936136.ARRT01000006_gene3063,ARRT01000006_gene3063,annotation&nbsp;not&nbsp;available,81.6
936136.ARRT01000007_gene1068,ARRT01000007_gene1068,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000007_gene914,ARRT01000007_gene914,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000006_gene2928,sseA,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000003_gene6164,ARRT01000003_gene6164,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000004_gene6437,ARRT01000004_gene6437,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000006_gene4194,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,81.5
936136.ARRT01000006_gene2846,ARRT01000006_gene2846,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000006_gene1658,ARRT01000006_gene1658,Chemotaxis&nbsp;protein&nbsp;methyltransferase,81.5
936136.ARRT01000004_gene6480,ARRT01000004_gene6480,Aliphatic&nbsp;sulfonates&nbsp;import&nbsp;ATP-binding&nbsp;protein&nbsp;SsuB,81.5
936136.ARRT01000006_gene6050,ARRT01000006_gene6050,annotation&nbsp;not&nbsp;available,81.5
936136.ARRT01000006_gene2275,betA,Oxygen-dependent&nbsp;choline&nbsp;dehydrogenase,81.4
936136.ARRT01000006_gene6082,uppP,Undecaprenyl-diphosphatase,81.4
936136.ARRT01000006_gene1405,ARRT01000006_gene1405,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000007_gene1235,ARRT01000007_gene1235,Urocanate&nbsp;hydratase,81.4
936136.ARRT01000006_gene5879,polA,DNA&nbsp;polymerase&nbsp;I,81.4
936136.ARRT01000006_gene3251,ARRT01000006_gene3251,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000006_gene5228,ARRT01000006_gene5228,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000002_gene659,ARRT01000002_gene659,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000007_gene928,ARRT01000007_gene928,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000006_gene3672,ARRT01000006_gene3672,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000006_gene5964,ARRT01000006_gene5964,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000007_gene894,ARRT01000007_gene894,annotation&nbsp;not&nbsp;available,81.4
936136.ARRT01000006_gene5920,ARRT01000006_gene5920,Deoxyribose-phosphate&nbsp;aldolase,81.4
936136.ARRT01000006_gene2565,ARRT01000006_gene2565,annotation&nbsp;not&nbsp;available,81.3
936136.ARRT01000006_gene3842,ARRT01000006_gene3842,annotation&nbsp;not&nbsp;available,81.3
936136.ARRT01000006_gene1779,ARRT01000006_gene1779,annotation&nbsp;not&nbsp;available,81.3
936136.ARRT01000006_gene5084,ARRT01000006_gene5084,NAD(P)&nbsp;transhydrogenase&nbsp;subunit&nbsp;beta,81.3
936136.ARRT01000006_gene3906,ARRT01000006_gene3906,annotation&nbsp;not&nbsp;available,81.3
936136.ARRT01000006_gene3490,ARRT01000006_gene3490,annotation&nbsp;not&nbsp;available,81.3
936136.ARRT01000006_gene3235,ARRT01000006_gene3235,Single-stranded&nbsp;DNA-binding&nbsp;protein,81.3
936136.ARRT01000006_gene5802,ARRT01000006_gene5802,annotation&nbsp;not&nbsp;available,81.2
936136.ARRT01000004_gene6467,ARRT01000004_gene6467,annotation&nbsp;not&nbsp;available,81.2
936136.ARRT01000003_gene6302,ARRT01000003_gene6302,annotation&nbsp;not&nbsp;available,81.1
936136.ARRT01000002_gene827,panB,3-methyl-2-oxobutanoate&nbsp;hydroxymethyltransferase,81.1
936136.ARRT01000006_gene3348,trpC,annotation&nbsp;not&nbsp;available,81.1
936136.ARRT01000006_gene1449,ARRT01000006_gene1449,annotation&nbsp;not&nbsp;available,81.1
936136.ARRT01000006_gene1769,ARRT01000006_gene1769,annotation&nbsp;not&nbsp;available,81.1
936136.ARRT01000003_gene6293,ARRT01000003_gene6293,annotation&nbsp;not&nbsp;available,81.1
936136.ARRT01000007_gene1067,minC,Probable&nbsp;septum&nbsp;site-determining&nbsp;protein&nbsp;MinC,81.1
936136.ARRT01000006_gene1417,ARRT01000006_gene1417,annotation&nbsp;not&nbsp;available,81.1
936136.ARRT01000004_gene6486,ARRT01000004_gene6486,annotation&nbsp;not&nbsp;available,81.0
936136.ARRT01000004_gene6601,ARRT01000004_gene6601,annotation&nbsp;not&nbsp;available,81.0
936136.ARRT01000006_gene3412,ARRT01000006_gene3412,Pseudouridine&nbsp;synthase,81.0
936136.ARRT01000006_gene2199,ARRT01000006_gene2199,annotation&nbsp;not&nbsp;available,81.0
936136.ARRT01000006_gene1962,ARRT01000006_gene1962,annotation&nbsp;not&nbsp;available,81.0
936136.ARRT01000006_gene3103,eno,Enolase,80.9
936136.ARRT01000003_gene6150,ARRT01000003_gene6150,annotation&nbsp;not&nbsp;available,80.9
936136.ARRT01000007_gene1255,ARRT01000007_gene1255,annotation&nbsp;not&nbsp;available,80.9
